10000,9.000000000000001e-07
20000,5.000000000000001e-07
30000,6.0e-07
40000,9.000000000000001e-07
50000,9.000000000000001e-07
60000,1.0000000000000002e-06
70000,5.000000000000001e-07
80000,9.000000000000001e-07
90000,1.0000000000000002e-06
100000,7.0e-07
110000,6.0e-07
120000,1.9e-06
130000,1.5e-06
140000,9.000000000000001e-07
150000,8.0e-07
160000,5.000000000000001e-07
170000,7.0e-07
180000,8.0e-07
190000,6.0e-07
200000,5.000000000000001e-07
210000,1.4e-06
220000,5.000000000000001e-07
230000,5.000000000000001e-07
240000,6.0e-07
250000,3.1e-06
260000,6.0e-07
270000,6.0e-07
280000,6.0e-07
290000,6.0e-07
300000,6.0e-07
310000,7.0e-07
320000,9.000000000000001e-07
330000,2.0000000000000003e-06
340000,7.0e-07
350000,7.0e-07
360000,9.000000000000001e-07
370000,5.000000000000001e-07
380000,1.2999999999999998e-06
390000,1.9e-06
400000,6.0e-07
410000,6.0e-07
420000,6.0e-07
430000,8.0e-07
440000,6.0e-07
450000,6.0e-07
460000,1.7e-06
470000,5.000000000000001e-07
480000,6.0e-07
490000,6.0e-07
500000,9.000000000000001e-07
510000,7.0e-07
520000,6.0e-07
530000,5.000000000000001e-07
540000,7.0e-07
550000,9.000000000000001e-07
560000,5.000000000000001e-07
570000,7.0e-07
580000,5.000000000000001e-07
590000,6.0e-07
600000,6.0e-07
610000,6.0e-07
620000,6.0e-07
630000,8.0e-07
640000,6.0e-07
650000,5.000000000000001e-07
660000,6.0e-07
670000,6.0e-07
680000,8.3e-06
690000,8.0e-07
700000,6.0e-07
710000,9.000000000000001e-07
720000,6.0e-07
730000,6.0e-07
740000,6.0e-07
750000,5.000000000000001e-07
760000,5.000000000000001e-07
770000,5.000000000000001e-07
780000,5.000000000000001e-07
790000,6.0e-07
800000,1.4e-06
810000,5.000000000000001e-07
820000,6.0e-07
830000,6.0e-07
840000,5.000000000000001e-07
850000,8.0e-07
860000,6.0e-07
870000,8.0e-07
880000,8.0e-07
890000,7.0e-07
900000,7.0e-07
910000,8.0e-07
920000,6.0e-07
930000,5.000000000000001e-07
940000,6.0e-07
950000,5.000000000000001e-07
960000,6.0e-07
970000,9.000000000000001e-07
980000,5.000000000000001e-07
990000,6.0e-07
1000000,9.000000000000001e-07
